Wavelength(nm),Absorbance
1268.4000,0.00189961
1268.2000,0.00181637
1268.0000,0.00185433
1267.7999,0.00221047
1267.6000,0.0018979
1267.4000,0.00197229
1267.2000,0.00170975
1267.0000,0.00158463
1266.7999,0.00174699
1266.6000,0.00162075
1266.4000,0.0019872
1266.2000,0.00196477
1266.0000,0.00171616
1265.7999,0.00198944
1265.6000,0.00173157
1265.4000,0.00183979
1265.2000,0.00186173
1265.0000,0.00195
1264.7999,0.00186253
1264.6000,0.0016652
1264.4000,0.00179484
1264.2000,0.0020584
1264.0000,0.00205053
1263.7999,0.0021776
1263.6000,0.0019828
1263.4000,0.00183358
1263.2000,0.00191198
1263.0000,0.00192597
1262.7999,0.00205063
1262.6000,0.00217545
1262.4000,0.00192084
1262.2000,0.00151429
1262.0000,0.00206733
1261.7999,0.00182445
1261.6000,0.00159333
1261.4000,0.00190963
1261.2000,0.00164937
1261.0000,0.00189519
1260.7999,0.00226941
1260.6000,0.00153557
1260.4000,0.00181735
1260.2000,0.00168752
1260.0000,0.00165791
1259.7999,0.00169223
1259.6000,0.00155277
1259.4000,0.00190987
1259.2000,0.00209226
1259.0000,0.00168933
1258.7999,0.00184809
1258.6000,0.0016037
1258.4000,0.00172905
1258.2000,0.00193638
1258.0000,0.00173021
1257.7999,0.00173255
1257.6000,0.00189851
1257.4000,0.00174181
1257.2000,0.00173169
1257.0000,0.00191904
1256.7999,0.00181987
1256.6000,0.00201633
1256.4000,0.00185763
1256.2000,0.00185131
1256.0000,0.00198542
1255.7999,0.0017973
1255.6000,0.0019029
1255.4000,0.00202302
1255.2000,0.00170493
1255.0000,0.00217289
1254.7999,0.00176965
1254.6000,0.00193099
1254.4000,0.00201346
1254.2000,0.00217394
1254.0000,0.00183032
1253.7999,0.00220733
1253.6000,0.00190077
1253.4000,0.00179384
1253.2000,0.00166801
1253.0000,0.00191826
1252.7999,0.00166639
1252.6000,0.00222722
1252.4000,0.00197073
1252.2000,0.00203154
1252.0000,0.00181055
1251.7999,0.00178725
1251.6000,0.00188855
1251.4000,0.00187629
1251.2000,0.00177388
1251.0000,0.00212685
1250.7999,0.00178902
1250.6000,0.00209581
1250.4000,0.0019166
1250.2000,0.00181074
1250.0000,0.00192755
1249.7999,0.00167792
1249.6000,0.00221074
1249.4000,0.0022545
1249.2000,0.00199935
1249.0000,0.00186434
1248.7999,0.00169696
1248.6000,0.00189279
1248.4000,0.00228648
1248.2000,0.00188183
1248.0000,0.00207908
1247.7999,0.00171152
1247.6000,0.00175067
1247.4000,0.00154525
1247.2000,0.00210403
1247.0000,0.00161154
1246.7999,0.00201335
1246.6000,0.00197593
1246.4000,0.00170658
1246.2000,0.00154562
1246.0000,0.00198934
1245.7999,0.00152939
1245.6000,0.00203273
1245.4000,0.00153338
1245.2000,0.00205796
1245.0000,0.00184733
1244.7999,0.00215839
1244.6000,0.00208602
1244.4000,0.00189422
1244.2000,0.00172199
1244.0000,0.00206651
1243.7999,0.00203263
1243.6000,0.0023337
1243.4000,0.00186213
1243.2000,0.00203337
1243.0000,0.0016523
1242.7999,0.00178304
1242.6000,0.00176856
1242.4000,0.00163316
1242.2000,0.00162648
1242.0000,0.00188597
1241.7999,0.00214482
1241.6000,0.00188765
1241.4000,0.00211321
1241.2000,0.00191164
1241.0000,0.0016845
1240.7999,0.00193835
1240.6000,0.00237254
1240.4000,0.00175871
1240.2000,0.00234565
1240.0000,0.00170773
1239.7999,0.00212651
1239.6000,0.00228833
1239.4000,0.00209184
1239.2000,0.00195613
1239.0000,0.00228698
1238.7999,0.00173723
1238.6000,0.00228823
1238.4000,0.00197373
1238.2000,0.00220057
1238.0000,0.00193216
1237.7999,0.0021828
1237.6000,0.00179966
1237.4000,0.00222419
1237.2000,0.00190961
1237.0000,0.00228489
1236.7999,0.00193692
1236.6000,0.00198769
1236.4000,0.00204375
1236.2000,0.002211
1236.0000,0.00178745
1235.7999,0.00220187
1235.6000,0.00188363
1235.4000,0.00190472
1235.2000,0.00182162
1235.0000,0.00207303
1234.7999,0.00236584
1234.6000,0.00206202
1234.4000,0.00198421
1234.2000,0.00220176
1234.0000,0.00189607
1233.7999,0.00210353
1233.6000,0.00244371
1233.4000,0.00220806
1233.2000,0.00245174
1233.0000,0.00209659
1232.7999,0.00209956
1232.6000,0.0017862
1232.4000,0.00213644
1232.2000,0.00202104
1232.0000,0.00231336
1231.7999,0.00203394
1231.6000,0.00226701
1231.4000,0.00206268
1231.2000,0.00234211
1231.0000,0.00208154
1230.7999,0.00235085
1230.6000,0.00188465
1230.4000,0.00247086
1230.2000,0.00198378
1230.0000,0.00209594
1229.7999,0.00230941
1229.6000,0.00234495
1229.4000,0.00198779
1229.2000,0.00222556
1229.0000,0.00196459
1228.7999,0.00226813
1228.6000,0.00190066
1228.4000,0.00227493
1228.2000,0.00239676
1228.0000,0.0022987
1227.7999,0.00220121
1227.6000,0.00232745
1227.4000,0.00215386
1227.2000,0.00224553
1227.0000,0.00246164
1226.7999,0.0024016
1226.6000,0.00246491
1226.4000,0.00218314
1226.2000,0.00184886
1226.0000,0.00231277
1225.7999,0.00229039
1225.6000,0.00195911
1225.4000,0.00235425
1225.2000,0.00203732
1225.0000,0.0025045
1224.7999,0.00222397
1224.6000,0.00218626
1224.4000,0.00225525
1224.2000,0.00216653
1224.0000,0.00259101
1223.7999,0.00276473
1223.6000,0.00199996
1223.4000,0.00251518
1223.2000,0.00234331
1223.0000,0.00246503
1222.7999,0.0022886
1222.6000,0.0022424
1222.4000,0.00241922
1222.2000,0.00268119
1222.0000,0.00230736
1221.7999,0.00230164
1221.6000,0.00211466
1221.4000,0.00240012
1221.2000,0.00239708
1221.0000,0.00254887
1220.7999,0.00232127
1220.6000,0.00245786
1220.4000,0.00260216
1220.2000,0.00251554
1220.0000,0.00267405
1219.7999,0.00223551
1219.6000,0.00229192
1219.4000,0.002731
1219.2000,0.00259668
1219.0000,0.00254577
1218.7999,0.00258253
1218.6000,0.00250772
1218.4000,0.00250163
1218.2000,0.0023539
1218.0000,0.00289531
1217.7999,0.00265877
1217.6000,0.0026634
1217.4000,0.00258175
1217.2000,0.00228509
1217.0000,0.00244841
1216.7999,0.0027078
1216.6000,0.00248177
1216.4000,0.00224942
1216.2000,0.00223597
1216.0000,0.00243976
1215.7999,0.0027462
1215.6000,0.00290668
1215.4000,0.002623
1215.2000,0.0026533
1215.0000,0.00243661
1214.7999,0.00237384
1214.6000,0.00290721
1214.4000,0.0027434
1214.2000,0.00291824
1214.0000,0.0030828
1213.7999,0.00294415
1213.6000,0.00292621
1213.4000,0.00284141
1213.2000,0.00235414
1213.0000,0.00280284
1212.7999,0.00275529
1212.6000,0.00273246
1212.4000,0.00284735
1212.2000,0.00288982
1212.0000,0.00309563
1211.7999,0.00298744
1211.6000,0.00262469
1211.4000,0.0029078
1211.2000,0.00286171
1211.0000,0.00302932
1210.7999,0.0026726
1210.6000,0.00259503
1210.4000,0.00282726
1210.2000,0.00287463
1210.0000,0.00265501
1209.7999,0.00288983
1209.6000,0.00308382
1209.4000,0.00282263
1209.2000,0.00292276
1209.0000,0.00294547
1208.7999,0.00290961
1208.6000,0.00277702
1208.4000,0.00280689
1208.2000,0.0030072
1208.0000,0.00280401
1207.7999,0.00264288
1207.6000,0.00338981
1207.4000,0.00260888
1207.2000,0.00261529
1207.0000,0.00271869
1206.7999,0.00276295
1206.6000,0.0030784
1206.4000,0.00361173
1206.2000,0.00264314
1206.0000,0.00290675
1205.7999,0.00300325
1205.6000,0.0031347
1205.4000,0.00292238
1205.2000,0.00319798
1205.0000,0.00261215
1204.7999,0.00287265
1204.6000,0.00286107
1204.4000,0.00293734
1204.2000,0.00288707
1204.0000,0.00287548
1203.7999,0.00279424
1203.6000,0.00290318
1203.4000,0.00284408
1203.2000,0.00314206
1203.0000,0.00290214
1202.7999,0.00307362
1202.6000,0.0030719
1202.4000,0.00286458
1202.2000,0.00335267
1202.0000,0.00335371
1201.7999,0.00302541
1201.6000,0.00312213
1201.4000,0.00297249
1201.2000,0.00293002
1201.0000,0.00342858
1200.7999,0.002944
1200.6000,0.00300966
1200.4000,0.0026299
1200.2000,0.00313792
1200.0000,0.00313204
1199.7999,0.00338281
1199.6000,0.00308335
1199.4000,0.00335668
1199.2000,0.00347027
1199.0000,0.00340015
1198.7999,0.00350167
1198.6000,0.00296455
1198.4000,0.00352579
1198.2000,0.00366051
1198.0000,0.0035119
1197.7999,0.00318572
1197.6000,0.00317571
1197.4000,0.00347638
1197.2000,0.00318753
1197.0000,0.00340825
1196.7999,0.00378821
1196.6000,0.00348662
1196.4000,0.00337769
1196.2000,0.00354353
1196.0000,0.00358348
1195.7999,0.00334738
1195.6000,0.00321852
1195.4000,0.00318533
1195.2000,0.0035032
1195.0000,0.00383363
1194.7999,0.00286833
1194.6000,0.00320782
1194.4000,0.00297838
1194.2000,0.003118
1194.0000,0.00342506
1193.7999,0.00353278
1193.6000,0.00350115
1193.4000,0.00369369
1193.2000,0.00287098
1193.0000,0.0032383
1192.7999,0.00304618
1192.6000,0.00329985
1192.4000,0.00323974
1192.2000,0.00333742
1192.0000,0.00340432
1191.7999,0.00338079
1191.6000,0.00331567
1191.4000,0.00358928
1191.2000,0.00303784
1191.0000,0.00363916
1190.7999,0.00368301
1190.6000,0.00357703
1190.4000,0.00329324
1190.2000,0.00316789
1190.0000,0.003432
1189.7999,0.00332013
1189.6000,0.00317182
1189.4000,0.00358414
1189.2000,0.00346389
1189.0000,0.00329126
1188.7999,0.00358018
1188.6000,0.00355525
1188.4000,0.0034994
1188.2000,0.00344089
1188.0000,0.00363187
1187.7999,0.00308921
1187.6000,0.00370483
1187.4000,0.00334743
1187.2000,0.00357258
1187.0000,0.00385616
1186.7999,0.00370728
1186.6000,0.0033256
1186.4000,0.00374676
1186.2000,0.00332296
1186.0000,0.00380455
1185.7999,0.00332466
1185.6000,0.0033719
1185.4000,0.0028581
1185.2000,0.00332982
1185.0000,0.00309991
1184.7999,0.00345663
1184.6000,0.0031675
1184.4000,0.00331359
1184.2000,0.00297757
1184.0000,0.00357726
1183.7999,0.00375962
1183.6000,0.0037932
1183.4000,0.00303841
1183.2000,0.00362416
1183.0000,0.00307861
1182.7999,0.00308663
1182.6000,0.00320401
1182.4000,0.00301598
1182.2000,0.00323183
1182.0000,0.00337495
1181.7999,0.00333741
1181.6000,0.00326511
1181.4000,0.00288665
1181.2000,0.00315538
1181.0000,0.00351746
1180.7999,0.00283889
1180.6000,0.00320741
1180.4000,0.00297481
1180.2000,0.00302972
1180.0000,0.00308832
1179.7999,0.00339395
1179.6000,0.0032745
1179.4000,0.0037011
1179.2000,0.002865
1179.0000,0.00327478
1178.7999,0.0035085
1178.6000,0.00348871
1178.4000,0.00278264
1178.2000,0.00337437
1178.0000,0.00278865
1177.7999,0.00336267
1177.6000,0.00285558
1177.4000,0.003148
1177.2000,0.00312664
1177.0000,0.00320737
1176.7999,0.00265009
1176.6000,0.0028717
1176.4000,0.00299598
1176.2000,0.00389011
1176.0000,0.00297057
1175.7999,0.00358899
1175.6000,0.00348764
1175.4000,0.00322163
1175.2000,0.00327867
1175.0000,0.00344507
1174.7999,0.00348242
1174.6000,0.00356967
1174.4000,0.00274477
1174.2000,0.00337466
1174.0000,0.0033319
1173.7999,0.0030163
1173.6000,0.0036306
1173.4000,0.00325341
1173.2000,0.00308683
1173.0000,0.00312193
1172.7999,0.00338237
1172.6000,0.00294978
1172.4000,0.00303571
1172.2000,0.00293908
1172.0000,0.0033116
1171.7999,0.00294405
1171.6000,0.0031564
1171.4000,0.0027839
1171.2000,0.0033572
1171.0000,0.00307085
1170.7999,0.00332009
1170.6000,0.00267017
1170.4000,0.00317787
1170.2000,0.00317418
1170.0000,0.00356058
1169.7999,0.00320618
1169.6000,0.00347669
1169.4000,0.00322193
1169.2000,0.0036911
1169.0000,0.0029662
1168.7999,0.00344253
1168.6000,0.00307905
1168.4000,0.003166
1168.2000,0.00319278
1168.0000,0.0034522
1167.7999,0.00324203
1167.6000,0.00341568
1167.4000,0.00290782
1167.2000,0.00307727
1167.0000,0.0028874
1166.7999,0.00304428
1166.6000,0.00330414
1166.4000,0.00334609
1166.2000,0.00335122
1166.0000,0.0034645
1165.7999,0.0032509
1165.6000,0.00294976
1165.4000,0.00325635
1165.2000,0.00304534
1165.0000,0.00310189
1164.7999,0.00325747
1164.6000,0.00306876
1164.4000,0.00295992
1164.2000,0.00330745
1164.0000,0.00281247
1163.7999,0.00343272
1163.6000,0.00288566
1163.4000,0.002982
1163.2000,0.00296067
1163.0000,0.00311965
1162.7999,0.00314143
1162.6000,0.00320573
1162.4000,0.00280807
1162.2000,0.00346352
1162.0000,0.00272237
1161.7999,0.00319252
1161.6000,0.00293827
1161.4000,0.00311487
1161.2000,0.00319281
1161.0000,0.0031973
1160.7999,0.00303695
1160.6000,0.00344661
1160.4000,0.00280052
1160.2000,0.00294948
1160.0000,0.00280854
1159.7999,0.00299034
1159.6000,0.00317036
1159.4000,0.0032111
1159.2000,0.00284876
1159.0000,0.00284088
1158.7999,0.00278094
1158.6000,0.00279322
1158.4000,0.00315013
1158.2000,0.00262706
1158.0000,0.002669
1157.7999,0.00323843
1157.6000,0.00315999
1157.4000,0.00324957
1157.2000,0.00268523
1157.0000,0.00252269
1156.7999,0.00293872
1156.6000,0.00260147
1156.4000,0.00312588
1156.2000,0.00280805
1156.0000,0.00276754
1155.7999,0.00292933
1155.6000,0.00284203
1155.4000,0.00272328
1155.2000,0.00313367
1155.0000,0.00273624
1154.7999,0.00316002
1154.6000,0.00275219
1154.4000,0.00282953
1154.2000,0.00274968
1154.0000,0.00263004
1153.7999,0.00288697
1153.6000,0.00290532
1153.4000,0.00257919
1153.2000,0.00304103
1153.0000,0.00272935
1152.7999,0.00283295
1152.6000,0.00278883
1152.4000,0.00292859
1152.2000,0.00302343
1152.0000,0.00284207
1151.7999,0.00269238
1151.6000,0.00263722
1151.4000,0.00260999
1151.2000,0.00231115
1151.0000,0.00259942
1150.7999,0.00282705
1150.6000,0.00253976
1150.4000,0.00302557
1150.2000,0.00318745
1150.0000,0.00269082
1149.7999,0.00276354
1149.6000,0.00262174
1149.4000,0.00277436
1149.2000,0.00267398
1149.0000,0.00264182
1148.7999,0.00283806
1148.6000,0.00264688
1148.4000,0.00279669
1148.2000,0.00291174
1148.0000,0.00266336
1147.7999,0.00296806
1147.6000,0.00279806
1147.4000,0.00274155
1147.2000,0.00266543
1147.0000,0.0026363
1146.7999,0.00288829
1146.6000,0.0029534
1146.4000,0.00270069
1146.2000,0.00285392
1146.0000,0.00294335
1145.7999,0.00274911
1145.6000,0.00272935
1145.4000,0.00282109
1145.2000,0.0026666
1145.0000,0.00281495
1144.7999,0.00287797
1144.6000,0.00278808
1144.4000,0.00310401
1144.2000,0.00300962
1144.0000,0.00330765
1143.7999,0.00332254
1143.6000,0.0029261
1143.4000,0.00304257
1143.2000,0.00296442
1143.0000,0.00273861
1142.7999,0.00305068
1142.6000,0.00300825
1142.4000,0.00338646
1142.2000,0.00326899
1142.0000,0.00309786
1141.7999,0.00317454
1141.6000,0.00317722
1141.4000,0.00347563
1141.2000,0.00343163
1141.0000,0.00320806
1140.7999,0.00324802
1140.6000,0.0032819
1140.4000,0.00336577
1140.2000,0.00323499
1140.0000,0.00323893
1139.7999,0.003359
1139.6000,0.00327286
1139.4000,0.00349102
1139.2000,0.00355872
1139.0000,0.003523
1138.7999,0.00351658
1138.6000,0.00371517
1138.4000,0.00357202
1138.2000,0.00373524
1138.0000,0.00396652
1137.7999,0.00391237
1137.6000,0.00370856
1137.4000,0.00375972
1137.2000,0.00341635
1137.0000,0.00380659
1136.7999,0.00374395
1136.6000,0.00372324
1136.4000,0.00384703
1136.2000,0.00379589
1136.0000,0.00382791
1135.7999,0.00395058
1135.6000,0.00368823
1135.4000,0.00386875
1135.2000,0.00371974
1135.0000,0.00389682
1134.7999,0.00400463
1134.6000,0.00376246
1134.4000,0.00392487
1134.2000,0.00389721
1134.0000,0.00380396
1133.7999,0.00415351
1133.6000,0.00391373
1133.4000,0.00397888
1133.2000,0.00411604
1133.0000,0.00402193
1132.7999,0.00416809
1132.6000,0.0040467
1132.4000,0.00407642
1132.2000,0.0042349
1132.0000,0.00434331
1131.7999,0.00414975
1131.6000,0.0042449
1131.4000,0.00413439
1131.2000,0.00425435
1131.0000,0.00434772
1130.7999,0.00436133
1130.6000,0.00430999
1130.4000,0.00445874
1130.2000,0.00410718
1130.0000,0.004467
1129.7999,0.00420686
1129.6000,0.0042399
1129.4000,0.00436876
1129.2000,0.00445892
1129.0000,0.00444117
1128.7999,0.00443269
1128.6000,0.00421996
1128.4000,0.00460436
1128.2000,0.00437773
1128.0000,0.00454232
1127.7999,0.00432961
1127.6000,0.00432805
1127.4000,0.00453904
1127.2000,0.00445657
1127.0000,0.00446002
1126.7999,0.00455126
1126.6000,0.0043458
1126.4000,0.00449953
1126.2000,0.00452822
1126.0000,0.00455593
1125.7999,0.00450425
1125.6000,0.00448837
1125.4000,0.00468347
1125.2000,0.00451813
1125.0000,0.00448786
1124.7999,0.00459496
1124.6000,0.00459422
1124.4000,0.00447575
1124.2000,0.00450589
1124.0000,0.00453291
1123.7999,0.00463733
1123.6000,0.00459612
1123.4000,0.0046185
1123.2000,0.00433608
1123.0000,0.004749
1122.7999,0.00449482
1122.6000,0.00464822
1122.4000,0.00454758
1122.2000,0.00461574
1122.0000,0.0046905
1121.7999,0.00471278
1121.6000,0.00454707
1121.4000,0.00485588
1121.2000,0.00456653
1121.0000,0.00472666
1120.7999,0.00459739
1120.6000,0.00479597
1120.4000,0.00469984
1120.2000,0.00473746
1120.0000,0.0047568
1119.7999,0.00483162
1119.6000,0.00459515
1119.4000,0.00479019
1119.2000,0.00476635
1119.0000,0.0047867
1118.7999,0.00462254
1118.6000,0.0047319
1118.4000,0.00479026
1118.2000,0.00482652
1118.0000,0.00482645
1117.7999,0.00481529
1117.6000,0.00485009
1117.4000,0.00470041
1117.2000,0.0047164
1117.0000,0.00471422
1116.7999,0.00470502
1116.6000,0.00473277
1116.4000,0.00487847
1116.2000,0.00472314
1116.0000,0.00498595
1115.7999,0.0047838
1115.6000,0.00495551
1115.4000,0.00481738
1115.2000,0.00475549
1115.0000,0.00476668
1114.7999,0.00497756
1114.6000,0.00475109
1114.4000,0.00490505
1114.2000,0.00474812
1114.0000,0.00500674
1113.7999,0.00466332
1113.6000,0.00474229
1113.4000,0.00475218
1113.2000,0.00480536
1113.0000,0.00481386
1112.7999,0.00498166
1112.6000,0.00472728
1112.4000,0.00487543
1112.2000,0.00474473
1112.0000,0.00496369
1111.7999,0.00490894
1111.6000,0.00496651
1111.4000,0.00491052
1111.2000,0.00496644
1111.0000,0.0049165
1110.7999,0.00494715
1110.6000,0.00480161
1110.4000,0.00493546
1110.2000,0.00506965
1110.0000,0.00482503
1109.7999,0.00474273
1109.6000,0.00495604
1109.4000,0.00496576
1109.2000,0.00491911
1109.0000,0.00509929
1108.7999,0.00496666
1108.6000,0.00504254
1108.4000,0.00483037
1108.2000,0.00488118
1108.0000,0.0050591
1107.7999,0.00498697
1107.6000,0.00484952
1107.4000,0.0051659
1107.2000,0.004955
1107.0000,0.00510603
1106.7999,0.00475287
1106.6000,0.00500609
1106.4000,0.00492828
1106.2000,0.00489933
1106.0000,0.00493975
1105.7999,0.00497382
1105.6000,0.00486192
1105.4000,0.00514941
1105.2000,0.00493444
1105.0000,0.00508136
1104.7999,0.00491796
1104.6000,0.00507569
1104.4000,0.00496966
1104.2000,0.00506384
1104.0000,0.00515221
1103.7999,0.00514836
1103.6000,0.00495839
1103.4000,0.00510252
1103.2000,0.00499693
1103.0000,0.00500726
1102.7999,0.00510278
1102.6000,0.00522133
1102.4000,0.00501462
1102.2000,0.00505231
1102.0000,0.00495837
1101.7999,0.00495321
1101.6000,0.00514896
1101.4000,0.0048647
1101.2000,0.0050533
1101.0000,0.00516217
1100.7999,0.00508777
1100.6000,0.00510266
1100.4000,0.00504295
1100.2000,0.00491731
1100.0000,0.00518061
1099.7999,0.0050238
1099.6000,0.0052913
1099.4000,0.00515599
1099.2000,0.00515068
1099.0000,0.00518019
1098.7999,0.00511494
1098.6000,0.00509657
1098.4000,0.00514935
1098.2000,0.00502367
1098.0000,0.00535879
1097.7999,0.004954
1097.6000,0.00510436
1097.4000,0.00521168
1097.2000,0.00522501
1097.0000,0.00517736
1096.7999,0.00517479
1096.6000,0.00502648
1096.4000,0.00522023
1096.2000,0.00502563
1096.0000,0.00510129
1095.7999,0.00508368
1095.6000,0.00513281
1095.4000,0.00515075
1095.2000,0.00521447
1095.0000,0.00514038
1094.7999,0.00521167
1094.6000,0.00523
1094.4000,0.00507473
1094.2000,0.00528194
1094.0000,0.00529343
1093.7999,0.00526093
1093.6000,0.00526764
1093.4000,0.00508986
1093.2000,0.00509379
1093.0000,0.00513782
1092.7999,0.005129
1092.6000,0.00531097
1092.4000,0.00508601
1092.2000,0.00511491
1092.0000,0.00511609
1091.7999,0.00514721
1091.6000,0.00527123
1091.4000,0.00519271
1091.2000,0.00507224
1091.0000,0.00532197
1090.7999,0.00526679
1090.6000,0.00530972
1090.4000,0.00511127
1090.2000,0.00514746
1090.0000,0.00523694
1089.7999,0.00526793
1089.6000,0.00512461
1089.4000,0.00519565
1089.2000,0.00511726
1089.0000,0.00530729
1088.7999,0.00525641
1088.6000,0.00522037
1088.4000,0.00515618
1088.2000,0.00531925
1088.0000,0.00533647
1087.7999,0.005324
1087.6000,0.00535812
1087.4000,0.0052897
1087.2000,0.00531899
1087.0000,0.00519828
1086.7999,0.00524719
1086.6000,0.00539173
1086.4000,0.00528124
1086.2000,0.00537665
1086.0000,0.00540918
1085.7999,0.00528798
1085.6000,0.00533028
1085.4000,0.00522826
1085.2000,0.00537266
1085.0000,0.00529035
1084.7999,0.00527096
1084.6000,0.00544503
1084.4000,0.00535256
1084.2000,0.00532588
1084.0000,0.00535094
1083.7999,0.00520971
1083.6000,0.00533192
1083.4000,0.00519943
1083.2000,0.00524778
1083.0000,0.00533722
1082.7999,0.00545067
1082.6000,0.00547461
1082.4000,0.00521121
1082.2000,0.00521255
1082.0000,0.00536801
1081.7999,0.00536601
1081.6000,0.00550398
1081.4000,0.00548196
1081.2000,0.00522342
1081.0000,0.00525958
1080.7999,0.00548539
1080.6000,0.0054948
1080.4000,0.00549096
1080.2000,0.00553309
1080.0000,0.00519947
1079.7999,0.00535797
1079.6000,0.00548901
1079.4000,0.00535346
1079.2000,0.00546302
1079.0000,0.00533385
1078.7999,0.00524415
1078.6000,0.0054371
1078.4000,0.00539799
1078.2000,0.00552645
1078.0000,0.00538668
1077.7999,0.00546042
1077.6000,0.00554372
1077.4000,0.00541393
1077.2000,0.00548756
1077.0000,0.00538364
1076.7999,0.00542525
1076.6000,0.00544485
1076.4000,0.00527061
1076.2000,0.00557958
1076.0000,0.0055481
1075.7999,0.00540208
1075.6000,0.00557667
1075.4000,0.00548342
1075.2000,0.00561589
1075.0000,0.00568751
1074.7999,0.00554969
1074.6000,0.00546149
1074.4000,0.00554679
1074.2000,0.00552334
1074.0000,0.00567767
1073.7999,0.00565329
1073.6000,0.00549422
1073.4000,0.00543774
1073.2000,0.00552705
1073.0000,0.00534618
1072.7999,0.00571158
1072.6000,0.00558828
1072.4000,0.00544779
1072.2000,0.00555204
1072.0000,0.00552257
1071.7999,0.00548735
1071.6000,0.00560367
1071.4000,0.00549602
1071.2000,0.00574024
1071.0000,0.00550453
1070.7999,0.00552859
1070.6000,0.00550921
1070.4000,0.0054722
1070.2000,0.00561461
1070.0000,0.00563052
1069.7999,0.00582252
1069.6000,0.00577144
1069.4000,0.00550818
1069.2000,0.00567
1069.0000,0.00549073
1068.7999,0.00540824
1068.6000,0.0055472
1068.4000,0.00549474
1068.2000,0.00566249
1068.0000,0.00553509
1067.7999,0.00541165
1067.6000,0.00557907
1067.4000,0.00573695
1067.2000,0.0055651
1067.0000,0.00563912
1066.7999,0.00557177
1066.6000,0.00572674
1066.4000,0.00573398
1066.2000,0.00565835
1066.0000,0.00557834
1065.7999,0.00590664
1065.6000,0.00567758
1065.4000,0.00589017
1065.2000,0.00579916
1065.0000,0.00564652
1064.7999,0.00559742
1064.6000,0.00572707
1064.4000,0.00558309
1064.2000,0.00568002
1064.0000,0.00552037
1063.7999,0.00572313
1063.6000,0.00550232
1063.4000,0.00577179
1063.2000,0.00570091
1063.0000,0.00557312
1062.7999,0.00570597
1062.6000,0.00574103
1062.4000,0.00560849
1062.2000,0.00590686
1062.0000,0.00567749
1061.7999,0.00565265
1061.6000,0.00577022
1061.4000,0.00576467
1061.2000,0.00575517
1061.0000,0.00562931
1060.7999,0.00577481
1060.6000,0.00583596
1060.4000,0.00576846
1060.2000,0.00569358
1060.0000,0.0057453
1059.7999,0.00558519
1059.6000,0.0057343
1059.4000,0.00557339
1059.2000,0.00564255
1059.0000,0.00569194
1058.7999,0.00591852
1058.6000,0.0055313
1058.4000,0.00582491
1058.2000,0.00582868
1058.0000,0.00580231
1057.7999,0.0056871
1057.6000,0.00572174
1057.4000,0.00571031
1057.2000,0.00584012
1057.0000,0.0057072
1056.7999,0.00610939
1056.6000,0.00573564
1056.4000,0.00588913
1056.2000,0.00577117
1056.0000,0.00579471
1055.7999,0.00584825
1055.6000,0.00581613
1055.4000,0.00575778
1055.2000,0.00592718
1055.0000,0.00561469
1054.7999,0.00588067
1054.6000,0.00572669
1054.4000,0.00593503
1054.2000,0.0058602
1054.0000,0.00564793
1053.7999,0.0058418
1053.6000,0.00579881
1053.4000,0.00575823
1053.2000,0.00586761
1053.0000,0.00579561
1052.7999,0.00577846
1052.6000,0.00589876
1052.4000,0.00575933
1052.2000,0.00577554
1052.0000,0.0057925
1051.7999,0.00593229
1051.6000,0.00574798
1051.4000,0.00597235
1051.2000,0.00577837
1051.0000,0.0058978
1050.7999,0.00587942
1050.6000,0.00583214
1050.4000,0.00580998
1050.2000,0.00613962
1050.0000,0.00578049
1049.7999,0.00590497
1049.6000,0.00575635
1049.4000,0.00605085
1049.2000,0.00572221
1049.0000,0.00592391
1048.7999,0.00586312
1048.6000,0.00583099
1048.4000,0.00579408
1048.2000,0.00598723
1048.0000,0.00587108
1047.7999,0.0060142
1047.6000,0.00566525
1047.4000,0.00584377
1047.2000,0.00574377
1047.0000,0.00593022
1046.7999,0.00574718
1046.6000,0.00564944
1046.4000,0.00573448
1046.2000,0.00586879
1046.0000,0.00577302
1045.7999,0.00584692
1045.6000,0.00586283
1045.4000,0.00579143
1045.2000,0.00580716
1045.0000,0.00586302
1044.7999,0.00584389
1044.6000,0.00577693
1044.4000,0.00595186
1044.2000,0.00575813
1044.0000,0.00598201
1043.7999,0.00582762
1043.6000,0.00581319
1043.4000,0.0058158
1043.2000,0.00584939
1043.0000,0.00578055
1042.7999,0.00589719
1042.6000,0.00564879
1042.4000,0.00608019
1042.2000,0.00578319
1042.0000,0.00581324
1041.7999,0.005688
1041.6000,0.00580811
1041.4000,0.00573426
1041.2000,0.00584446
1041.0000,0.00568994
1040.7999,0.00600785
1040.6000,0.00578289
1040.4000,0.00596428
1040.2000,0.00575331
1040.0000,0.00579362
1039.7999,0.00579382
1039.6000,0.00588696
1039.4000,0.00572415
1039.2000,0.00585002
1039.0000,0.0057388
1038.7999,0.00589642
1038.6000,0.00583244
1038.4000,0.00582372
1038.2000,0.00578268
1038.0000,0.00587282
1037.7999,0.00578566
1037.6000,0.00587878
1037.4000,0.00605521
1037.2000,0.00591651
1037.0000,0.00589821
1036.7999,0.00568444
1036.6000,0.00580361
1036.4000,0.00598314
1036.2000,0.00580772
1036.0000,0.00565985
1035.7999,0.00569427
1035.6000,0.00583665
1035.4000,0.00621015
1035.2000,0.00576123
