Wavelength(nm),Absorbance
493.6000,0.0091635
493.4000,0.00910393
493.2000,0.00923959
493.0000,0.00902321
492.8000,0.00908023
492.6000,0.00896619
492.4000,0.00895187
492.2000,0.00900788
492.0000,0.00909603
491.8000,0.00915471
491.6000,0.00917283
491.4000,0.00904536
491.2000,0.00915043
491.0000,0.0093029
490.8000,0.00955938
490.6000,0.00935381
490.4000,0.00904554
490.2000,0.009008
490.0000,0.00901768
489.8000,0.00898478
489.6000,0.00935951
489.4000,0.00932684
489.2000,0.00919029
489.0000,0.00932227
488.8000,0.0092359
488.6000,0.00924885
488.4000,0.00914354
488.2000,0.00897729
488.0000,0.00917098
487.8000,0.00924024
487.6000,0.00939829
487.4000,0.00936206
487.2000,0.00901501
487.0000,0.00911836
486.8000,0.00928372
486.6000,0.00931193
486.4000,0.0091774
486.2000,0.009038
486.0000,0.00923733
485.8000,0.0093882
485.6000,0.00938796
485.4000,0.00928752
485.2000,0.00903526
485.0000,0.00925948
484.8000,0.00920027
484.6000,0.00920864
484.4000,0.00913844
484.2000,0.00924838
484.0000,0.00927404
483.8000,0.00913398
483.6000,0.0093329
483.4000,0.00941326
483.2000,0.00919367
483.0000,0.00920543
482.8000,0.00898709
482.6000,0.00926762
482.4000,0.00909508
482.2000,0.00906152
482.0000,0.00930445
481.8000,0.00924796
481.6000,0.00935351
481.4000,0.0095371
481.2000,0.00944522
481.0000,0.00949392
480.8000,0.00935642
480.6000,0.00927576
480.4000,0.00933717
480.2000,0.00919813
480.0000,0.00916356
479.8000,0.00930326
479.6000,0.00926317
479.4000,0.00934959
479.2000,0.00939158
479.0000,0.00939414
478.8000,0.00933023
478.6000,0.00936129
478.4000,0.00940697
478.2000,0.00921815
478.0000,0.00930789
477.8000,0.00942686
477.6000,0.00946933
477.4000,0.00938855
477.2000,0.00923519
477.0000,0.00928075
476.8000,0.00924327
476.6000,0.00919908
476.4000,0.00946072
476.2000,0.00950051
476.0000,0.00946422
475.8000,0.00930878
475.6000,0.00932411
475.4000,0.00928188
475.2000,0.00937145
475.0000,0.00942538
474.8000,0.0095981
474.6000,0.00956365
474.4000,0.009545
474.2000,0.00931674
474.0000,0.0092871
473.8000,0.00942597
473.6000,0.00957927
473.4000,0.00945834
473.2000,0.00932031
473.0000,0.00931407
472.8000,0.00946131
472.6000,0.00958593
472.4000,0.00946606
472.2000,0.00921161
472.0000,0.00947058
471.8000,0.00952279
471.6000,0.00953021
471.4000,0.00947836
471.2000,0.00938843
471.0000,0.00949012
470.8000,0.00959489
470.6000,0.00951934
470.4000,0.0094502
470.2000,0.00936586
470.0000,0.00940209
469.8000,0.00954352
469.6000,0.00946648
469.4000,0.00936586
469.2000,0.00955967
469.0000,0.00966445
468.8000,0.00956235
468.6000,0.00944409
468.4000,0.00941094
468.2000,0.00966356
468.0000,0.00960642
467.8000,0.0094982
467.6000,0.00943797
467.4000,0.00947794
467.2000,0.00939711
467.0000,0.00945709
466.8000,0.00947355
466.6000,0.00974457
466.4000,0.00990221
466.2000,0.00968981
466.0000,0.0094884
465.8000,0.00972515
465.6000,0.00972194
465.4000,0.00977267
465.2000,0.00978538
465.0000,0.00988071
464.8000,0.00975883
464.6000,0.00963683
464.4000,0.00938861
464.2000,0.00956353
464.0000,0.00974511
463.8000,0.00966029
463.6000,0.00980379
463.4000,0.00996149
463.2000,0.00982684
463.0000,0.00976382
462.8000,0.00962079
462.6000,0.00948133
462.4000,0.00944795
462.2000,0.00961325
462.0000,0.00973513
461.8000,0.00969379
461.6000,0.0096809
461.4000,0.00971446
461.2000,0.00969628
461.0000,0.00974029
460.8000,0.00986918
460.6000,0.00983533
460.4000,0.0097343
460.2000,0.00967514
460.0000,0.00959495
459.8000,0.00951388
459.6000,0.00969456
459.4000,0.00979619
459.2000,0.00981804
459.0000,0.0096395
458.8000,0.00940138
458.6000,0.0094944
458.4000,0.00980943
458.2000,0.00976887
458.0000,0.00977249
457.8000,0.00964188
457.6000,0.00976281
457.4000,0.00976257
457.2000,0.00969765
457.0000,0.00968666
456.8000,0.00976726
456.6000,0.00975271
456.4000,0.00978793
456.2000,0.00979138
456.0000,0.00977261
455.8000,0.00957434
455.6000,0.00969165
455.4000,0.00971594
455.2000,0.00977088
455.0000,0.00979191
454.8000,0.00989853
454.6000,0.0100936
454.4000,0.0100894
454.2000,0.00996802
454.0000,0.0100275
453.8000,0.00997895
453.6000,0.00998542
453.4000,0.00989377
453.2000,0.00979078
453.0000,0.0099034
452.8000,0.00987786
452.6000,0.00984976
452.4000,0.0100186
452.2000,0.0100139
452.0000,0.00994551
451.8000,0.00986182
451.6000,0.00968773
451.4000,0.00976043
451.2000,0.00988855
451.0000,0.00993642
450.8000,0.00985071
450.6000,0.00996107
450.4000,0.0100631
450.2000,0.0101263
450.0000,0.00995638
449.8000,0.0100499
449.6000,0.00991504
449.4000,0.00991439
449.2000,0.0101084
449.0000,0.0100696
448.8000,0.0101083
448.6000,0.0100822
448.4000,0.0101676
448.2000,0.0101955
448.0000,0.00998827
447.8000,0.00989811
447.6000,0.0100154
447.4000,0.0100095
447.2000,0.0102063
447.0000,0.0102269
446.8000,0.0102363
446.6000,0.0101868
446.4000,0.0101606
446.2000,0.0101718
446.0000,0.0102383
445.8000,0.0101623
445.6000,0.0101518
445.4000,0.0101136
445.2000,0.0101128
445.0000,0.0100794
444.8000,0.0101104
444.6000,0.0100397
444.4000,0.0100548
444.2000,0.0102073
444.0000,0.0102184
443.8000,0.0101549
443.6000,0.0100739
443.4000,0.0099047
443.2000,0.0101132
443.0000,0.0102935
442.8000,0.0102288
442.6000,0.00994907
442.4000,0.010066
442.2000,0.0103212
442.0000,0.0102396
441.8000,0.010077
441.6000,0.0101387
441.4000,0.0101979
441.2000,0.010234
441.0000,0.0102353
440.8000,0.0102352
440.6000,0.0102162
440.4000,0.0100634
440.2000,0.0100661
440.0000,0.0101359
439.8000,0.010255
439.6000,0.0102323
439.4000,0.0103531
439.2000,0.0103627
439.0000,0.0102348
438.8000,0.0102449
438.6000,0.0101916
438.4000,0.010177
438.2000,0.0100872
438.0000,0.0101255
437.8000,0.0102795
437.6000,0.0102958
437.4000,0.0103041
437.2000,0.0102038
437.0000,0.0102676
436.8000,0.0103139
436.6000,0.0104545
436.4000,0.0102879
436.2000,0.0101412
436.0000,0.00995477
435.8000,0.010142
435.6000,0.0101928
435.4000,0.00998358
435.2000,0.0100237
435.0000,0.0101085
434.8000,0.0102216
434.6000,0.0102246
434.4000,0.0102085
434.2000,0.0103983
434.0000,0.0102928
433.8000,0.0103678
433.6000,0.0104903
433.4000,0.0102514
433.2000,0.0101245
433.0000,0.01029
432.8000,0.0104288
432.6000,0.0103536
432.4000,0.0103169
432.2000,0.0103568
432.0000,0.0101096
431.8000,0.0102487
431.6000,0.0104339
431.4000,0.0103713
431.2000,0.0103012
431.0000,0.0101803
430.8000,0.010193
430.6000,0.0101851
430.4000,0.0104508
430.2000,0.0104966
430.0000,0.0103427
429.8000,0.0105444
429.6000,0.0106388
429.4000,0.0105673
429.2000,0.0106413
429.0000,0.0104288
428.8000,0.0104385
428.6000,0.0105785
428.4000,0.0106557
428.2000,0.0107257
428.0000,0.0108328
427.8000,0.0105714
427.6000,0.0104378
427.4000,0.0104557
427.2000,0.010412
427.0000,0.010548
426.8000,0.0106226
426.6000,0.010645
426.4000,0.0106855
426.2000,0.0104155
426.0000,0.0103638
425.8000,0.0104647
425.6000,0.0105276
425.4000,0.0104981
425.2000,0.0103469
425.0000,0.0103393
424.8000,0.0105577
424.6000,0.0106214
424.4000,0.0107898
424.2000,0.0107253
424.0000,0.0106125
423.8000,0.0105901
423.6000,0.0105585
423.4000,0.010672
423.2000,0.0108834
423.0000,0.0108811
422.8000,0.0107165
422.6000,0.0108391
422.4000,0.0109484
422.2000,0.0109371
422.0000,0.0108453
421.8000,0.010671
421.6000,0.0104065
421.4000,0.0104855
421.2000,0.0105403
421.0000,0.0105189
420.8000,0.0105372
420.6000,0.0105651
420.4000,0.0104653
420.2000,0.0106274
420.0000,0.0108346
419.8000,0.010782
419.6000,0.0107884
419.4000,0.0107592
419.2000,0.0106922
419.0000,0.0107948
418.8000,0.0106827
418.6000,0.0105763
418.4000,0.0106384
418.2000,0.0107313
418.0000,0.0107877
417.8000,0.010841
417.6000,0.0106445
417.4000,0.0106079
417.2000,0.0108035
417.0000,0.0107898
416.8000,0.0106877
416.6000,0.0109194
416.4000,0.0110495
416.2000,0.0109361
416.0000,0.0107633
415.8000,0.0110873
415.6000,0.0110842
415.4000,0.0106364
415.2000,0.0106064
415.0000,0.0109388
414.8000,0.0111929
414.6000,0.0111661
414.4000,0.010933
414.2000,0.0108814
414.0000,0.0110347
413.8000,0.0108695
413.6000,0.010642
413.4000,0.0107822
413.2000,0.0108838
413.0000,0.0109732
412.8000,0.0111096
412.6000,0.0109623
412.4000,0.010797
412.2000,0.010976
412.0000,0.0109813
411.8000,0.0107858
411.6000,0.0107655
411.4000,0.0108439
411.2000,0.0109902
411.0000,0.0109469
410.8000,0.0109684
410.6000,0.0110883
410.4000,0.0110281
410.2000,0.0108386
410.0000,0.0111225
409.8000,0.0108775
409.6000,0.0106161
409.4000,0.0108476
409.2000,0.0107575
409.0000,0.0108353
408.8000,0.0109497
408.6000,0.0110324
408.4000,0.011201
408.2000,0.0106924
408.0000,0.0105377
407.8000,0.0102534
407.6000,0.0104633
407.4000,0.0112558
407.2000,0.0112543
407.0000,0.010872
406.8000,0.0107811
406.6000,0.0110016
406.4000,0.0109368
406.2000,0.0110374
406.0000,0.0109496
405.8000,0.0110038
405.6000,0.0110175
405.4000,0.0110468
405.2000,0.0109244
405.0000,0.0108511
404.8000,0.0110419
404.6000,0.0111285
404.4000,0.0109775
404.2000,0.0111019
404.0000,0.0109546
403.8000,0.0112193
403.6000,0.0111944
403.4000,0.0108969
403.2000,0.0108653
403.0000,0.0110199
402.8000,0.0109207
402.6000,0.0108386
402.4000,0.0110098
402.2000,0.0114131
402.0000,0.0112072
401.8000,0.0114084
401.6000,0.0114376
401.4000,0.0110668
401.2000,0.0111318
401.0000,0.0116304
400.8000,0.0117484
400.6000,0.0112995
400.4000,0.0111111
400.2000,0.0111773
400.0000,0.011237
399.8000,0.0113702
399.6000,0.0110881
399.4000,0.0110896
399.2000,0.0112497
399.0000,0.0111223
398.8000,0.0112315
398.6000,0.0113658
398.4000,0.0115257
398.2000,0.0113611
398.0000,0.0112455
397.8000,0.0114969
397.6000,0.0115303
397.4000,0.0114359
397.2000,0.0112622
397.0000,0.0110992
396.8000,0.0111995
396.6000,0.011426
396.4000,0.0112832
396.2000,0.0114193
396.0000,0.0118597
395.8000,0.0119649
395.6000,0.0121008
395.4000,0.0117687
395.2000,0.0117007
395.0000,0.0114757
394.8000,0.0113171
394.6000,0.011513
394.4000,0.0113549
394.2000,0.0113104
394.0000,0.0118803
393.8000,0.0117001
393.6000,0.0113888
393.4000,0.0115087
393.2000,0.0116469
393.0000,0.0114774
392.8000,0.0116918
392.6000,0.0118546
392.4000,0.0116807
392.2000,0.0112948
392.0000,0.0112404
391.8000,0.011305
391.6000,0.011483
391.4000,0.011471
391.2000,0.0117269
391.0000,0.0117927
390.8000,0.0118192
390.6000,0.011565
390.4000,0.0115131
390.2000,0.0116802
390.0000,0.0116777
389.8000,0.0116407
389.6000,0.0115409
389.4000,0.011483
389.2000,0.0117213
389.0000,0.0118165
388.8000,0.011836
388.6000,0.0118734
388.4000,0.0118322
388.2000,0.0117009
388.0000,0.0116211
387.8000,0.0118929
387.6000,0.0116178
387.4000,0.0115991
387.2000,0.0118144
387.0000,0.0117664
386.8000,0.011343
386.6000,0.0116466
386.4000,0.0120091
386.2000,0.0117168
386.0000,0.011544
385.8000,0.0117341
385.6000,0.0117488
385.4000,0.0118088
385.2000,0.0118427
385.0000,0.0118076
384.8000,0.0117962
384.6000,0.0119787
384.4000,0.0116546
384.2000,0.0117021
384.0000,0.011801
383.8000,0.0119417
383.6000,0.0116754
383.4000,0.0114443
383.2000,0.0116351
383.0000,0.0117497
382.8000,0.0117101
382.6000,0.0118255
382.4000,0.011915
382.2000,0.0120421
382.0000,0.0120064
381.8000,0.0118895
381.6000,0.0117654
381.4000,0.0115632
381.2000,0.0115063
381.0000,0.0118007
380.8000,0.0118565
380.6000,0.0118723
380.4000,0.0118931
380.2000,0.0120089
380.0000,0.0122285
379.8000,0.0122476
379.6000,0.0118701
379.4000,0.0118427
379.2000,0.0120768
379.0000,0.0119157
378.8000,0.0123314
378.6000,0.0124353
378.4000,0.0121221
378.2000,0.0119422
378.0000,0.0120621
377.8000,0.0122207
377.6000,0.0122874
377.4000,0.0121397
377.2000,0.0121474
377.0000,0.011998
376.8000,0.0120182
376.6000,0.0120777
376.4000,0.0122185
376.2000,0.0121685
376.0000,0.0119303
375.8000,0.0119276
375.6000,0.0124966
375.4000,0.0121212
375.2000,0.0119716
375.0000,0.0123186
374.8000,0.0122067
374.6000,0.0121705
374.4000,0.0120535
374.2000,0.0120178
374.0000,0.012299
373.8000,0.012134
373.6000,0.01218
373.4000,0.0122842
373.2000,0.0124957
373.0000,0.0125057
372.8000,0.0124303
372.6000,0.012226
372.4000,0.0123053
372.2000,0.0123512
372.0000,0.012442
371.8000,0.0127065
371.6000,0.0131173
371.4000,0.0130337
371.2000,0.0126718
371.0000,0.0124984
370.8000,0.0123843
370.6000,0.0125833
370.4000,0.0125185
370.2000,0.012769
370.0000,0.012236
369.8000,0.012515
369.6000,0.0127581
369.4000,0.0126797
369.2000,0.0126794
369.0000,0.0126058
368.8000,0.0118594
368.6000,0.0119435
368.4000,0.0125879
368.2000,0.0123976
368.0000,0.0123755
367.8000,0.0123116
367.6000,0.0123012
367.4000,0.0119601
367.2000,0.0123989
367.0000,0.0127461
366.8000,0.0125307
366.6000,0.012463
366.4000,0.0122785
366.2000,0.0124767
366.0000,0.0125288
365.8000,0.0119214
365.6000,0.0118613
365.4000,0.012798
365.2000,0.0127131
365.0000,0.0121829
364.8000,0.0124031
364.6000,0.012576
364.4000,0.0127625
364.2000,0.0124434
364.0000,0.0122751
363.8000,0.0123259
363.6000,0.0126468
363.4000,0.0126492
363.2000,0.0125691
363.0000,0.0124905
362.8000,0.0127704
362.6000,0.0124283
362.4000,0.0123802
362.2000,0.0126841
362.0000,0.0125786
361.8000,0.0127931
361.6000,0.0131287
361.4000,0.0127608
361.2000,0.0126701
361.0000,0.012527
360.8000,0.0128741
360.6000,0.0129347
360.4000,0.0127998
360.2000,0.0128254
360.0000,0.0124423
359.8000,0.0126678
359.6000,0.0127173
359.4000,0.0123961
359.2000,0.0124546
359.0000,0.0129535
358.8000,0.0130479
358.6000,0.0126059
358.4000,0.0125851
358.2000,0.0133437
358.0000,0.0129353
357.8000,0.0127738
357.6000,0.0129094
357.4000,0.0128659
357.2000,0.013094
357.0000,0.0132454
356.8000,0.0130248
356.6000,0.0133423
356.4000,0.0132072
356.2000,0.0130935
356.0000,0.013464
355.8000,0.0135127
355.6000,0.0128908
355.4000,0.0126148
355.2000,0.0132482
355.0000,0.0136005
354.8000,0.0130598
354.6000,0.0131436
354.4000,0.0135783
354.2000,0.0131351
354.0000,0.012841
353.8000,0.0127583
353.6000,0.0126527
353.4000,0.0134118
353.2000,0.0135055
353.0000,0.0129677
352.8000,0.0130221
352.6000,0.012903
352.4000,0.0128212
352.2000,0.0133823
352.0000,0.0134609
351.8000,0.0133427
351.6000,0.0133981
351.4000,0.0133013
351.2000,0.0132924
351.0000,0.0136579
350.8000,0.013691
350.6000,0.0136572
350.4000,0.0132941
350.2000,0.0130842
350.0000,0.0132492
349.8000,0.0133753
349.6000,0.01351
349.4000,0.013502
349.2000,0.0137501
349.0000,0.0135587
348.8000,0.013378
348.6000,0.0134566
348.4000,0.0134003
348.2000,0.0133784
348.0000,0.0136932
347.8000,0.0141074
347.6000,0.01443
347.4000,0.0137556
347.2000,0.0135567
347.0000,0.0139288
346.8000,0.0142741
346.6000,0.0137157
346.4000,0.013334
346.2000,0.0138583
346.0000,0.0140664
345.8000,0.0139881
345.6000,0.0140106
345.4000,0.0138694
345.2000,0.0139555
345.0000,0.0137501
344.8000,0.0139739
344.6000,0.0140581
344.4000,0.0141616
344.2000,0.0140611
344.0000,0.0140115
343.8000,0.0142253
343.6000,0.0143295
343.4000,0.0138334
343.2000,0.0135111
343.0000,0.0137738
342.8000,0.0140674
342.6000,0.0141671
342.4000,0.0142289
342.2000,0.0143474
342.0000,0.0141386
341.8000,0.0142626
341.6000,0.0142012
341.4000,0.0142634
341.2000,0.0146079
341.0000,0.0144059
340.8000,0.0138985
340.6000,0.0138753
340.4000,0.0135827
340.2000,0.0134256
340.0000,0.0155024
339.8000,0.0158577
339.6000,0.0153866
339.4000,0.0146023
339.2000,0.0147939
339.0000,0.0149818
338.8000,0.0152512
338.6000,0.015378
338.4000,0.0152755
338.2000,0.0158182
338.0000,0.015989
337.8000,0.0154672
337.6000,0.0155128
337.4000,0.0152771
337.2000,0.0152376
337.0000,0.0157113
336.8000,0.0156461
336.6000,0.0152451
336.4000,0.0153033
336.2000,0.0153259
336.0000,0.0155866
335.8000,0.0155601
335.6000,0.0159485
335.4000,0.0158077
335.2000,0.0151371
335.0000,0.0155868
334.8000,0.0160678
334.6000,0.0156708
334.4000,0.0152092
334.2000,0.0149888
334.0000,0.0154629
333.8000,0.015926
333.6000,0.015893
333.4000,0.0159238
333.2000,0.0159058
333.0000,0.0155373
332.8000,0.015776
332.6000,0.0160495
332.4000,0.0162796
332.2000,0.0160518
332.0000,0.0160647
331.8000,0.016123
331.6000,0.0158552
331.4000,0.0156638
331.2000,0.0158709
331.0000,0.0159038
330.8000,0.0160365
330.6000,0.0158451
330.4000,0.0161025
330.2000,0.0163267
330.0000,0.0161
329.8000,0.0154907
329.6000,0.0152547
329.4000,0.0160185
329.2000,0.016508
329.0000,0.0163643
328.8000,0.015763
328.6000,0.0160023
328.4000,0.0160509
328.2000,0.0163141
328.0000,0.0166226
327.8000,0.016302
327.6000,0.0160441
327.4000,0.0160817
327.2000,0.0157545
327.0000,0.0161548
326.8000,0.0165056
326.6000,0.0164767
326.4000,0.0165743
326.2000,0.0165869
326.0000,0.0164207
325.8000,0.0163906
325.6000,0.0165266
325.4000,0.0166337
325.2000,0.0168195
325.0000,0.0170055
324.8000,0.0165552
324.6000,0.0163866
324.4000,0.0163973
324.2000,0.0162941
324.0000,0.0162986
323.8000,0.0163381
323.6000,0.0164247
323.4000,0.0166686
323.2000,0.0166966
323.0000,0.0169042
322.8000,0.0170462
322.6000,0.0169672
322.4000,0.0163944
322.2000,0.0160231
322.0000,0.0162499
321.8000,0.0166065
321.6000,0.0166034
321.4000,0.016736
321.2000,0.0168852
321.0000,0.0165724
320.8000,0.0167035
320.6000,0.0172573
320.4000,0.0173798
320.2000,0.0173411
320.0000,0.0171952
319.8000,0.0172669
319.6000,0.017114
319.4000,0.0171404
319.2000,0.017374
319.0000,0.0172494
318.8000,0.0173724
318.6000,0.0173824
318.4000,0.0173689
318.2000,0.0174066
318.0000,0.0175272
317.8000,0.0170925
317.6000,0.0170635
317.4000,0.0172176
317.2000,0.0171837
317.0000,0.0173217
316.8000,0.0171764
316.6000,0.0173006
316.4000,0.0177452
316.2000,0.0173939
316.0000,0.0172355
315.8000,0.0175341
315.6000,0.0178144
315.4000,0.0174602
315.2000,0.0173474
315.0000,0.0174412
314.8000,0.0177632
314.6000,0.0177055
314.4000,0.0174251
314.2000,0.0175187
314.0000,0.0180889
313.8000,0.0184305
313.6000,0.0179561
313.4000,0.0175458
313.2000,0.0178261
313.0000,0.0178779
312.8000,0.0178023
312.6000,0.0178688
312.4000,0.0181243
312.2000,0.0180477
312.0000,0.0182365
311.8000,0.0183381
311.6000,0.0180664
311.4000,0.0181552
311.2000,0.0190147
311.0000,0.0190658
310.8000,0.0182276
310.6000,0.0184567
310.4000,0.0183847
310.2000,0.0179099
